开始时间,结束时间,活动时间计数,热量（千卡）,距离（米）,心肺强化分数,心肺强化时长（分钟）,最低纬度（度）,最低经度（度）,最高纬度（度）,最高经度（度）,平均速度（米/秒）,最高速度（米/秒）,最低速度（米/秒）,步数,平均体重（公斤）,最高体重（公斤）,最低体重（公斤）,骑车时长（毫秒）,步行时长（毫秒）,跑步时长（毫秒）
10:30:00.000+08:00,10:45:00.000+08:00,14,53.963265,134.73648439553293,10.0,10,,,,,,,,218,,,,645858,,
10:45:00.000+08:00,11:00:00.000+08:00,11,22.470897333333333,348.0799402806271,,,,,,,0.5301622100854362,0.5301622100854362,0.5301622100854362,564,,,,,121462,
11:00:00.000+08:00,11:15:00.000+08:00,14,44.49731849999999,247.3266920101513,5.0,5,,,,,0.4775044791429584,0.5496956293719858,0.3088591688448744,46,,,,314373,183378,
11:15:00.000+08:00,11:30:00.000+08:00,15,69.0,,15.0,15,,,,,,,,,,,,900000,,
11:30:00.000+08:00,11:45:00.000+08:00,15,69.0,,15.0,15,,,,,,,,,,,,900000,,
11:45:00.000+08:00,12:00:00.000+08:00,13,66.26391510064741,31.489865278546723,13.0,13,,,,,1.993029213639142,1.993029213639142,1.993029213639142,39,,,,834503,18978,
12:00:00.000+08:00,12:15:00.000+08:00,2,15.749999999999998,53.19685027200079,,,,,,,0.30885916229310534,0.30885916229310534,0.30885916229310534,123,,,,,,
12:15:00.000+08:00,12:30:00.000+08:00,10,15.749999999999998,239.5712517974418,,,,,,,0.6093569965342629,0.7811736933684105,0.4375402997001152,388,,,,,,
12:30:00.000+08:00,12:45:00.000+08:00,15,15.749999999999998,277.9716042739574,,,,,,,0.30885733808217486,0.30885733808217486,0.30885733808217486,450,,,,,,
12:45:00.000+08:00,13:00:00.000+08:00,14,27.813609999999997,214.9980638977066,3.0,3,,,,,,,,348,,,,203892,,
13:00:00.000+08:00,13:15:00.000+08:00,15,69.0,,15.0,15,,,,,,,,,,,,900000,,
13:15:00.000+08:00,13:30:00.000+08:00,11,55.812933333333326,,11.0,11,,,,,,,,2,,,,677120,,
13:30:00.000+08:00,13:45:00.000+08:00,2,15.75,73.508486366896,,,,,,,0.3347406341463459,0.3606220840781872,0.3088591818973608,154,,,,,,
13:45:00.000+08:00,14:00:00.000+08:00,,15.75,,,,,,,,,,,,,,,,,
14:00:00.000+08:00,14:15:00.000+08:00,,15.75,,,,,,,,,,,,,,,,,
14:15:00.000+08:00,14:30:00.000+08:00,,15.75,,,,,,,,,,,,,,,,,
14:30:00.000+08:00,14:45:00.000+08:00,3,23.49816066666667,106.2475601269421,,,,,,,0.38596164583714343,0.4729617683469511,0.2983114322792135,194,,,,,140027,
14:45:00.000+08:00,15:00:00.000+08:00,9,29.717746,168.019397410048,2.0,2,,,,,0.34725481879765585,0.5409316324230831,0.308859158509196,272,,,,145548,96798,
15:00:00.000+08:00,15:15:00.000+08:00,15,69.0,,15.0,15,,,,,,,,,,,,900000,,
15:15:00.000+08:00,15:30:00.000+08:00,15,69.0,,15.0,15,,,,,,,,,,,,900000,,
15:30:00.000+08:00,15:45:00.000+08:00,5,33.202155000000005,29.032763523059756,4.0,4,,,,,0.3088591695925618,0.3088591695925618,0.3088591695925618,68,,,,294966,,
15:45:00.000+08:00,16:00:00.000+08:00,,15.75,13.555929573429664,,,,,,,,,,22,,,,,,
16:00:00.000+08:00,16:15:00.000+08:00,5,15.75,153.22803109095616,,,,,,,0.30885916805905395,0.30885917954005543,0.3088591620052911,248,,,,,,
16:15:00.000+08:00,16:30:00.000+08:00,,15.75,,,,,,,,,,,,,,,,,
16:30:00.000+08:00,16:45:00.000+08:00,,15.75,,,,,,,,,,,,,,,,,
16:45:00.000+08:00,17:00:00.000+08:00,8,47.91643166666667,27.17960840456658,8.0,8,,,,,0.3141077828581597,0.3152609985577473,0.3129545671585721,44,,,,543658,,
17:00:00.000+08:00,17:15:00.000+08:00,2,22.229704166666668,85.24513545068609,,,,,,,0.3095978217645958,0.3103364746843172,0.3088591688448744,36,,,,24959,90415,
17:15:00.000+08:00,17:30:00.000+08:00,15,69.0,,15.0,15,,,,,,,,,,,,900000,,
17:30:00.000+08:00,17:45:00.000+08:00,15,69.0,,15.0,15,,,,,,,,,,,,900000,,
17:45:00.000+08:00,18:00:00.000+08:00,5,35.59887833333333,6.794902101141646,5.0,5,,,,,0.29783708936625836,0.29783708936625836,0.29783708936625836,11,,,,335474,,
18:00:00.000+08:00,18:15:00.000+08:00,9,15.75,209.38984943464396,8.0,8,,,,,0.8293065316546883,1.7363108800112559,0.30885917711341765,297,,,,,,
18:15:00.000+08:00,18:30:00.000+08:00,14,43.90478407032833,45.711159589498344,14.0,14,,,,,0.28312091604000705,0.30885917673373964,0.25738265534627447,74,,,,475856,,
18:30:00.000+08:00,18:45:00.000+08:00,15,69.97022433333332,668.5724453032316,,,,,,,0.8025159089170961,0.8662168657444088,0.7388149520897833,1069,,,,5769,832213,62018
18:45:00.000+08:00,19:00:00.000+08:00,14,60.93317287146733,617.6283513571568,,,,,,,0.3088591827379502,0.3088591827379502,0.3088591827379502,1000,,,,,816563,
19:00:00.000+08:00,19:15:00.000+08:00,15,65.065114,880.7898684578843,5.0,5,,,,,0.9870639752636656,1.1052909828845436,0.48610086097760785,1336,,,,,891237,
19:15:00.000+08:00,19:30:00.000+08:00,15,68.08866716666667,489.94761286723576,19.0,15,,,,,2.058473010810468,2.1224677163697874,1.9944783052511486,600,,,,662261,237739,
19:30:00.000+08:00,19:45:00.000+08:00,2,25.578885,,2.0,2,,,,,,,,15,,,,166122,,
19:45:00.000+08:00,20:00:00.000+08:00,,15.75,,,,,,,,,,,,,,,,,
20:00:00.000+08:00,20:15:00.000+08:00,6,20.914574455626,189.6809003399307,,,,,,,0.5539926991531244,0.884998878673472,0.3088591818973608,323,,,,,93336,
20:15:00.000+08:00,20:30:00.000+08:00,,15.75,0.9471167762546975,,,,,,,,,,2,,,,,,
20:30:00.000+08:00,20:45:00.000+08:00,3,15.75,80.35565152216353,,,,,,,0.32087132298715504,0.33288345410581854,0.3088591918684916,130,,,,,,
20:45:00.000+08:00,21:00:00.000+08:00,2,15.75,85.1928723965602,,,,,,,0.29892358866391144,0.30885918131437123,0.2905833926829065,149,,,,,,
21:00:00.000+08:00,21:15:00.000+08:00,,15.75,,,,,,,,,,,,,,,,,
21:15:00.000+08:00,21:30:00.000+08:00,1,15.75,31.503637014383994,,,,,,,0.308859158509196,0.308859158509196,0.308859158509196,64,,,,,,
21:30:00.000+08:00,21:45:00.000+08:00,7,44.606112,207.55337327123573,,,,,,,0.40279181281958176,0.6801289410870216,0.26767796156012547,355,,,,,521496,
21:45:00.000+08:00,22:00:00.000+08:00,,15.749999999999998,,,,,,,,,,,,,,,,,
22:00:00.000+08:00,22:15:00.000+08:00,,15.749999999999998,,,,,,,,,,,,,,,,,
22:15:00.000+08:00,22:30:00.000+08:00,,15.749999999999998,,,,,,,,,,,,,,,,,
22:30:00.000+08:00,22:45:00.000+08:00,,15.749999999999998,,,,,,,,,,,,,,,,,
22:45:00.000+08:00,23:00:00.000+08:00,,15.749999999999998,,,,,,,,,,,,,,,,,
23:00:00.000+08:00,23:15:00.000+08:00,,15.749999999999998,,,,,,,,,,,,,,,,,
23:15:00.000+08:00,23:30:00.000+08:00,,15.749999999999998,,,,,,,,,,,,,,,,,
23:30:00.000+08:00,23:45:00.000+08:00,,15.749999999999998,,,,,,,,,,,,,,,,,
23:45:00.000+08:00,00:00:00.000+08:00,,15.749999999999998,,,,,,,,,,,,,,,,,
