日期,活动时间计数,热量（千卡）,距离（米）,心肺强化分数,心肺强化时长（分钟）,最低纬度（度）,最低经度（度）,最高纬度（度）,最高经度（度）,平均速度（米/秒）,最高速度（米/秒）,最低速度（米/秒）,步数,平均体重（公斤）,最高体重（公斤）,最低体重（公斤）,骑车时长（毫秒）,步行时长（毫秒）,跑步时长（毫秒）
2022-03-30,,1511.9999390668067,22.23785972595215,,,,,,,0.3088591396808624,0.3088591396808624,0.3088591396808624,61,,,,,,
2022-03-31,7,1511.9999426175573,201.99389839172363,,,,,,,0.3185887170529233,0.5953938961029053,0.3088591396808624,420,,,,,,
2022-04-01,,1511.999995320627,32.739070892333984,,,,,,,0.3088591694831848,0.3088591694831848,0.3088591694831848,53,,,,,,
2022-04-02,1,1512.000016154645,52.32308614253998,,,,,,,0.43931073259840003,0.5916107892990112,0.3088591694831848,104,,,,,,
2022-04-03,,1133.8140295573976,,,,,,,,,,,71,,,,,,
2022-04-04,,1511.9999514184794,,,,,,,,,,,,,,,,,
2022-04-05,16,1536.0158741907417,389.78027534484863,,,,,,,0.36430814703297537,0.4228672981262207,0.3088591396808624,687,,,,,434023,
2022-04-06,21,1519.8724548070986,804.2692728042603,,,,,,,0.38995546445199913,5.31810998916626,0.2779732346534729,1522,,,,,142275,
2022-04-07,,1511.9999539070063,,,,,,,,,,,85,,,,,,
2022-04-08,5,1516.2463444341602,129.10313415527344,,,,,,,0.3424372225999832,0.3760152757167816,0.3088591694831848,303,,,,,76742,
2022-04-09,,1511.9999211369404,,,,,,,,,,,53,,,,,,
2022-04-10,,1511.999952014889,,,,,,,,,,,25,,,,,,
2022-04-11,23,1541.9498072922393,541.1212673187256,7.0,7,,,,,0.35329074209617756,1.0717519521713257,0.2573826313018799,962,,,,506195,,
2022-04-12,,1511.9999597977835,19.149269104003906,,,,,,,0.3088591694831848,0.3088591694831848,0.3088591694831848,65,,,,,,
2022-04-13,19,1535.933646174918,460.71594429016113,7.0,7,,,,,0.37191695800940167,1.5544204711914062,0.2573826313018799,814,,,,404513,,
2022-04-14,46,1643.2353357131717,1702.3666911125183,2.0,2,,,,,0.46785952287970567,3.3323116302490234,0.2985638380050659,2771,,,,,2371723,
2022-04-15,2,1511.9999703479052,74.74391961097717,,,,,,,0.6324741181541587,9.237228393554688,0.3088591396808624,203,,,,,,
2022-04-16,4,1511.9999530365044,163.07764434814453,,,,,,,0.3894738007168151,0.5489214062690735,0.2573826313018799,413,,,,,,
2022-04-17,,1511.9998818659349,24.091014862060547,,,,,,,0.3088591694831848,0.3088591694831848,0.3088591694831848,233,,,,,,
2022-04-18,,1511.9999004879585,31.50363540649414,,,,,,,0.26253028213977814,0.2676779329776764,0.2573826313018799,68,,,,,,
2022-04-19,17,1557.2003801386336,569.7252674102783,1.0,1,,,,,3.3242864440154443,12.049398422241211,0.2573826313018799,894,,,,,816876,
2022-04-20,,1511.9999679524508,16.678394317626953,,,,,,,0.2779732346534729,0.2779732346534729,0.2779732346534729,103,,,,,,
2022-04-21,,1511.9999840815096,15.44295883178711,,,,,,,0.2573826313018799,0.2573826313018799,0.2573826313018799,117,,,,,,
2022-04-22,32,1615.7019269638533,1045.0848355293274,,,,,,,0.661214426819715,1.2780863046646118,0.2779732346534729,1777,,,,,1874132,
2022-04-23,13,1511.9999174276968,430.13593661785126,,,,,,,0.7500668051927369,2.3002936840057373,0.3088591396808624,739,,,,,,
2022-04-24,,1511.999867272846,,,,,,,,,,,53,,,,,,
2022-04-25,20,1516.6577336245484,768.9072895050049,2.0,1,,,,,0.48340467744909066,1.821455478668213,0.2985638380050659,1449,,,,,84177,
2022-04-26,1,1511.9999873148429,88.33372282981873,,,,,,,0.38183686034028097,12.391423225402832,0.26672253012657166,168,,,,,,
2022-04-27,,1511.9999777882822,16.678394317626953,,,,,,,0.2779732346534729,0.2779732346534729,0.2779732346534729,54,,,,,,
2022-04-28,33,1549.7665609532996,1089.0141668319702,,,,,,,0.3764026202152538,0.9475981593132019,0.2573826313018799,1901,,,,,682530,
2022-04-29,3,1511.9998916972202,102.89291763305664,,,,,,,0.7363535165786743,0.8922139406204224,0.5804930925369263,251,,,,,,
2022-04-30,31,1582.5818859416577,1088.3235310316086,1.0,1,,,,,0.4659287301816418,1.219970464706421,0.3055468499660492,1749,,,,,1275578,
2022-05-01,,1511.999988562944,16.678394317626953,,,,,,,0.2779732346534729,0.2779732346534729,0.2779732346534729,92,,,,,,
2022-05-02,40,1522.6591004804677,1174.2830905914307,1.0,1,,,,,1.5028401428033142,10.478776931762695,0.2676779329776764,1933,,,,,192636,
2022-05-03,17,1511.9999133877998,610.518214225769,,,,,,,0.2977590066533458,0.8739998936653137,0.2676779329776764,1052,,,,,,
2022-05-04,,1511.999957945464,30.88591766357422,,,,,,,0.2573826313018799,0.2573826313018799,0.2573826313018799,101,,,,,,
2022-05-05,,1512.0000037082805,16.06067657470703,,,,,,,0.2676779329776764,0.2676779329776764,0.2676779329776764,81,,,,,,
2022-05-06,27,1529.4582517846422,1153.7807350158691,2.0,1,,,,,0.45788239875902587,5.828918933868408,0.2573826313018799,1896,,,,,315513,
2022-05-07,38,1511.9998824466177,1204.9609162807465,,,,,,,0.3641839804080657,0.9300075173377991,0.2676779329776764,2202,,,,,,
2022-05-08,9,1511.9999299046628,229.1735019683838,,,,,,,0.35390617229640753,0.5489943623542786,0.2702012360095978,542,,,,,,
2022-05-09,25,1558.6327305568695,1238.8244905471802,6.0,4,,,,,1.8982353606009048,4.294675350189209,0.3088591694831848,1811,,,,,842761,
2022-05-10,,1511.9999075121748,16.678394317626953,,,,,,,0.2779732346534729,0.2779732346534729,0.2779732346534729,103,,,,,,
2022-05-11,69,1607.69771998293,2748.0178537368774,6.0,5,,,,,0.4823431544915097,2.5039374828338623,0.2573826313018799,4520,,,,258040,1453562,
2022-05-12,32,1580.809307681217,1146.3323105573654,,,,,,,0.3429886088447626,0.9983933568000793,0.2882685363292694,2138,,,,,1243543,
2022-05-13,36,1526.8792110172894,1496.3849239349365,,,,,,,0.3422990851999384,1.0753222703933716,0.26198750734329224,2675,,,,,268903,
2022-05-14,51,1588.2476597728612,1947.7866492271423,4.0,2,,,,,0.3616745072729779,4.805582523345947,0.2676779329776764,3150,,,,,1377972,
2022-05-15,,1511.9998466867887,9.883493423461914,,,,,,,0.3144187033176422,0.3144187033176422,0.3144187033176422,77,,,,,,
2022-05-16,65,1633.3062737860107,1577.0349111557007,21.0,21,,,,,1.007228702936563,12.0563383102417,0.2563208341598511,2792,,,,1320312,780506,
2022-05-17,3,1528.4090177651715,146.88354682922363,,,,,,,0.8470410832041849,1.086578607559204,0.29478317499160767,280,,,,,296550,
2022-05-18,,1512.0000195191292,16.678394317626953,,,,,,,0.554539829492569,0.831106424331665,0.2779732346534729,257,,,,,,
2022-05-19,,1512.0000215792388,109.9538631439209,,,,,,,0.2942927407532323,0.3088591694831848,0.2779732346534729,445,,,,,,
2022-05-20,23,1566.533839443623,428.59210777282715,15.0,15,,,,,0.34290983370094896,1.3479385375976562,0.2573826313018799,764,,,,921699,,
2022-05-21,75,1644.761807078846,3058.245774269104,10.0,7,,,,,0.4226890501077834,2.693673849105835,0.2573826313018799,4939,,,,,2399311,
2022-05-22,,1511.9999321716532,23.473297119140625,,,,,,,0.3088591694831848,0.3088591694831848,0.3088591694831848,222,,,,,,
2022-05-23,1,1511.9999591933172,48.18202877044678,,,,,,,0.34428945259767035,0.5822896957397461,0.2779732346534729,285,,,,,,
2022-05-24,77,1716.0254363519384,2847.926802635193,26.0,25,,,,,0.6174411839105742,3.498586654663086,0.2998388409614563,4532,,,,1000127,2617794,
2022-05-25,,1512.0000463294466,,,,,,,,,,,16,,,,,,
2022-05-26,,1511.999931956993,16.06067657470703,,,,,,,0.2676779329776764,0.2676779329776764,0.2676779329776764,64,,,,,,
2022-05-27,29,1573.8495590345012,925.6198272705078,,,,,,,0.34968744063575785,0.9802866578102112,0.2676779329776764,1690,,,,,1117765,
2022-05-28,7,1531.1536740793124,247.70505046844482,,,,,,,0.3960162110865819,2.7557873725891113,0.3088591396808624,529,,,,,346151,
2022-05-29,25,1601.602676266335,279.82641220092773,19.0,19,,,,,0.3817335014045838,0.7750145792961121,0.2573826313018799,619,,,,1173579,364445,
2022-05-30,22,1529.2887561783284,917.2066841125488,3.0,3,,,,,0.31575790126253606,2.586209535598755,0.2676779329776764,1496,,,,,312448,
2022-05-31,34,1614.737718894094,1786.721040725708,7.0,5,,,,,0.5087141667307508,4.708145618438721,0.2573826313018799,2618,,,,,1856705,
2022-06-01,1,1511.9999842622794,51.88833999633789,,,,,,,0.3088591396808624,0.3088591396808624,0.3088591396808624,145,,,,,,
2022-06-02,1,1511.9999467559394,72.27304697036743,,,,,,,0.319938390245113,0.38932257890701294,0.30344000458717346,117,,,,,,
2022-06-03,1,1512.0000005725146,61.77183151245117,,,,,,,0.4554959386587143,0.6021327376365662,0.3088591396808624,267,,,,,,
2022-06-04,15,1548.9568812641614,733.6026668548584,2.0,2,,,,,0.6878053302246326,3.5325379371643066,0.3088591694831848,1081,,,,,667896,
2022-06-05,16,1560.530613883153,213.99980354309082,11.0,11,,,,,0.5478667887297726,0.893555223941803,0.2985638380050659,457,,,,736072,89996,
2022-06-06,14,1554.4071148465569,179.1383171081543,10.0,10,,,,,0.298027369821233,0.324891597032547,0.2676779329776764,400,,,,654968,66052,
2022-06-07,35,1623.06335273371,1080.756314277649,,,,,,,1.4548056075717712,11.279215812683105,0.3088591396808624,1825,,,,,2007170,
2022-06-08,4,1517.889894794974,210.18818378448486,,,,,,,0.6781966162217025,1.8223029375076294,0.2779732346534729,530,,,,,106445,
2022-06-09,12,1564.0248132341458,90.18687796592712,11.0,11,,,,,2.0159552119352706,4.56830358505249,0.3074840307235718,285,,,,744395,144244,
2022-06-10,2,1511.9999437892952,42.62256622314453,,,,,,,0.4178372025489807,0.4178372025489807,0.4178372025489807,163,,,,,,
2022-06-11,24,1552.4054645983776,837.9357333183289,,,,,,,0.34541659750333936,1.059308409690857,0.257694810628891,1354,,,,,730219,
2022-06-12,,1511.999993276643,,,,,,,,2.626567425985166,5.298550605773926,0.8477475047111511,12,,,,,,
2022-06-13,57,1625.0683269959495,1889.2597064971924,,,,,,,0.36481311433322383,0.9691582918167114,0.2790353298187256,3095,,,,,2043405,
2022-06-14,4,1522.4952044142356,155.66501903533936,,,,,,,0.4765603360976049,0.6452392339706421,0.2779732346534729,280,,,,,189674,
2022-06-15,56,1669.7899135994635,660.340901017189,37.0,37,,,,,0.32243716090346314,0.7856362462043762,0.2985638380050659,1362,,,,2394085,291686,
2022-06-16,44,1602.7827130965577,977.2178974151611,14.0,14,,,,,0.37227402708259544,0.9286807775497437,0.2573826313018799,1758,,,,897722,680740,
2022-06-17,5,1521.063666138485,242.14558792114258,,,,,,,0.3723720712325593,0.7572676539421082,0.2573826313018799,455,,,,,163802,
2022-06-18,52,1647.5933054299994,1985.4902958869934,1.0,1,,,,,2.005133729075165,14.41058349609375,0.3064497709274292,3211,,,,,2450484,
2022-06-19,10,1517.7753128404581,359.93724060058594,,,,,,,1.1754156001333318,2.099356174468994,0.3088591396808624,671,,,,,104374,
2022-06-20,25,1592.1888842234998,968.6172833442688,,,,,,,1.8247306069561053,14.192296981811523,0.2676779329776764,1678,,,,,1449199,
2022-06-21,15,1539.2406413525453,468.97346687316895,,,,,,,0.3120117478917443,1.7959706783294678,0.29954683780670166,785,,,,,492302,
2022-06-22,,1511.999977083934,,,,,,,,5.730597496032715,5.730597496032715,5.730597496032715,36,,,,,,
2022-06-23,56,1668.4281709205165,1612.307065486908,13.0,13,,,,,0.5288214136907973,1.1525795459747314,0.2779732346534729,2697,,,,877022,1889237,
2022-06-24,16,1563.8660633618244,243.88582944869995,10.0,10,,,,,0.2840483286540309,0.7812787294387817,0.25458037853240967,447,,,,650199,242097,
2022-06-25,18,1546.658600937656,921.2832298278809,4.0,4,,,,,0.6009603506632357,2.013455390930176,0.3088591396808624,1443,,,,,606814,
2022-06-26,20,1519.8466057404069,867.4198293685913,3.0,2,,,,,0.37666051441037857,1.8508169651031494,0.2510146498680115,1425,,,,,141808,
2022-06-27,61,1685.8872702618528,929.6660943031311,32.0,32,,,,,0.5743594607486847,15.975664138793945,0.3043699562549591,1694,,,,2063434,936160,
2022-06-28,51,1653.2428803676223,1585.0652513504028,,,,,,,0.45821054670205286,0.8543821573257446,0.2698340117931366,2789,,,,,2552583,
2022-06-29,15,1547.285819720039,323.9088327884674,11.0,10,,,,,0.4988909166506845,1.6641262769699097,0.3088591694831848,488,,,,596380,,
2022-06-30,71,1745.3169997307828,371.24872064590454,60.0,60,,,,,0.37162338282494095,0.760140597820282,0.30214470624923706,669,,,,3802207,150960,
2022-07-01,40,1661.2948139077853,105.6298360824585,39.0,39,,,,,0.30571102619378454,0.3101296126842499,0.3021208345890045,278,,,,2494993,30261,
2022-07-02,51,1676.967159170263,224.23175811767578,44.0,44,,,,,0.3458679547610524,2.704653739929199,0.2676779329776764,394,,,,2788179,,
2022-07-03,32,1604.1791729427064,321.2135372161865,22.0,22,,,,,0.33574493524814714,0.8091967701911926,0.2676779329776764,701,,,,1416772,150969,
2022-07-04,22,1584.5835228917783,166.16623449325562,18.0,18,,,,,0.2911177254578755,4.094615459442139,0.2573826313018799,345,,,,1142062,90571,
2022-07-05,39,1664.5108212643693,143.9283709526062,36.0,36,,,,,0.7103232788053324,3.0408802032470703,0.3088591694831848,365,,,,2319952,275549,
2022-07-06,29,1625.1901532951613,92.0400321483612,27.0,27,,,,,0.3566838667245481,0.7478989958763123,0.26723700761795044,243,,,,1825615,93518,
2022-07-07,81,1788.9005236638584,497.8809814453125,68.0,68,,,,,0.44543317163544743,2.5792734622955322,0.3054235279560089,857,,,,4301506,404725,
2022-07-08,27,1592.7710026024747,357.1319217681885,19.0,19,,,,,0.44502002695360066,0.7730025053024292,0.2779732346534729,714,,,,1205760,170426,
2022-07-09,24,1576.6490070320726,315.3123254776001,16.0,16,,,,,0.42518094812875085,0.9216485619544983,0.2676779329776764,618,,,,1025109,72230,
2022-07-10,20,1587.2470113935042,58.68324089050293,20.0,20,,,,,0.2860013426510263,0.3088591694831848,0.2573826313018799,167,,,,1271781,,
2022-07-11,34,1609.6135854638994,647.9596061706543,19.0,19,,,,,0.42248002339706764,1.030160665512085,0.2882685363292694,1145,,,,1201147,479743,
2022-07-12,55,1643.478458651342,1092.2708628177643,32.0,32,,,,,0.3864642775491078,2.5083954334259033,0.2973999083042145,1891,,,,1860806,386401,
2022-07-13,102,1683.2221115642678,2789.39768075943,25.0,24,,,,,0.49561329833662704,3.2643332481384277,0.25900137424468994,4748,,,,1468996,1523613,
2022-07-14,16,1574.4626225766274,510.4534430503845,,,,,,,0.3139112643074437,1.0628689527511597,0.2985638380050659,880,,,,,1128843,
2022-07-15,3,1518.8964673669204,212.49510860443115,,,,,,,0.3460509320883146,0.8374327421188354,0.2526620924472809,531,,,,,124636,
2022-07-16,33,1587.209395788024,539.8858232498169,18.0,18,,,,,0.3058934591278899,0.6893916726112366,0.2573826313018799,1009,,,,1130046,150875,
2022-07-17,39,1547.601525544018,1292.758445739746,,,,,,,0.38918103103072205,1.0859529972076416,0.2676779329776764,2324,,,,,643402,
2022-07-18,8,1511.9999903256564,298.40838050842285,1.0,1,,,,,0.3310348901553874,1.4967929124832153,0.3068590462207794,496,,,,,,
2022-07-19,32,1530.5547858726243,978.2233285903931,,,,,,,0.36641201750983105,0.8171873688697815,0.26892656087875366,1733,,,,,335328,
2022-07-20,47,1617.0647594612483,1182.6983246803284,18.0,18,,,,,0.31205375794836365,1.0905078649520874,0.2573826313018799,2015,,,,1144666,674797,
2022-07-21,26,1520.9159447769075,764.1175842285156,,,,,,,0.3857264515559011,0.7858518958091736,0.3088591396808624,1452,,,,,161132,
2022-07-22,16,1519.8257324492106,698.2264556884766,,,,,,,0.3404868660958506,1.0718363523483276,0.2882685363292694,1176,,,,,141431,
2022-07-23,60,1619.1411017812131,2087.518095612526,8.0,7,,,,,0.5575251878482659,5.175171852111816,0.2882685363292694,3438,,,,396994,1511360,
2022-07-24,96,1631.422379864042,2574.369379043579,22.0,22,,,,,0.5330683848982485,2.5603229999542236,0.25285089015960693,4479,,,,1385777,676457,
2022-07-25,100,1689.0520196991515,2848.5498911147924,19.0,19,,,,,0.4841126402314867,9.563538551330566,0.2573826313018799,4685,,,,1166469,1952458,
2022-07-26,52,1644.1291509854736,1310.3844327921063,12.0,12,,,,,0.5491926909640897,6.604915618896484,0.24477192759513855,2270,,,,799628,1532855,
2022-07-27,27,1533.7154839459554,878.3954703807831,,,,,,,0.5449504714333807,7.555980205535889,0.2676779329776764,1532,,,,,392448,
2022-07-28,38,1568.1658442467133,945.0148037672043,10.0,10,,,,,2.691181290973708,15.942496299743652,0.25759172439575195,1560,,,,670084,298540,
2022-07-29,3,1511.9999912819464,138.9866247177124,,,,,,,0.29947695919431855,0.6344994902610779,0.2713080942630768,276,,,,,,
2022-07-30,33,1567.3641141703288,1101.4297761917114,,,,,,,0.33710260304813094,0.8465049862861633,0.2573826313018799,2133,,,,,1000557,
2022-07-31,7,1528.8529984897518,209.94190979003906,,,,,,,0.31642404494756826,0.9211105704307556,0.3088591396808624,510,,,,,304572,
2022-08-01,42,1593.7005688970182,932.7546939849854,14.0,14,,,,,0.35629505020111296,2.3089053630828857,0.2676779329776764,1734,,,,896450,517964,
2022-08-02,17,1522.103386952524,597.7956705093384,,,,,,,0.8012763260013275,9.456915855407715,0.30573534965515137,1109,,,,,182592,
2022-08-03,37,1548.525631087083,1369.8083491325378,,,,,,,0.5246556436369147,4.596799850463867,0.2573826313018799,2423,,,,,660101,
2022-08-04,97,1693.9746771110113,2372.0582180023193,36.0,35,,,,,0.39414279593363877,4.169313430786133,0.2676779329776764,4072,,,,2091499,1052310,
2022-08-05,93,1773.5388422966598,1709.0811715126038,47.0,47,,,,,0.4577094821644733,3.128554105758667,0.2797422409057617,2812,,,,2945691,1576847,
2022-08-06,25,1588.2192069672142,934.0817432403564,,,,,,,0.3307516154154343,0.8066021800041199,0.2779732346534729,1701,,,,,1377458,
2022-08-07,27,1517.3905056927485,1021.9125919342041,3.0,2,,,,,0.367659016434212,2.301114559173584,0.3088591396808624,1699,,,,,97419,
2022-08-08,88,1785.875593619573,3999.4498488903046,51.0,42,,,,,0.45546654487976185,4.066181182861328,0.24969303607940674,5649,,,,1343362,3506532,
2022-08-09,16,1528.4711479748985,606.7076429128647,,,,,,,0.32199094229136355,1.1407263278961182,0.25745755434036255,1094,,,,,297673,
2022-08-10,82,1725.5298357627298,767.8238954544067,55.0,55,,,,,0.4126602059409722,1.259501576423645,0.2573826313018799,1331,,,,3416941,205318,
2022-08-11,3,1515.8792322316158,92.0400333404541,,,,,,,0.4938618838787079,0.678864598274231,0.3088591694831848,212,,,,,70108,
2022-08-12,19,1551.549465098525,774.6060552597046,,,,,,,0.3801818545492072,0.9689845442771912,0.2628055810928345,1355,,,,,714750,
2022-08-13,8,1514.7052325796458,254.50099754333496,,,,,,,0.3222169299232218,0.8650168776512146,0.2573826313018799,493,,,,,48891,
2022-08-14,28,1590.766745907591,373.71959114074707,18.0,18,,,,,0.3733164361322298,0.8529287576675415,0.2779732346534729,681,,,,1147857,196120,
2022-08-15,79,1643.326802629244,2620.6289920806885,2.0,2,,,,,0.41871281038735614,1.3199856281280518,0.2674863934516907,4357,,,,,2373377,
2022-08-16,46,1569.7605829573347,1044.2208795547485,10.0,10,,,,,0.3267216536769323,1.4001860618591309,0.2510099709033966,1820,,,,649096,349804,
2022-08-17,32,1524.7263429316454,791.9149103164673,,,,,,,0.31365440148589535,0.7542506456375122,0.2573826313018799,1648,,,,,229996,
2022-08-18,33,1584.4219915989868,457.729287147522,18.0,18,,,,,0.47500966432376374,0.9189804792404175,0.2676779329776764,745,,,,1192029,34223,
2022-08-19,20,1553.9985133119114,603.1577150821686,,,,,,,0.39183977262881114,1.6671853065490723,0.2882685363292694,1070,,,,,759010,
2022-08-20,13,1559.2652132113126,84.00969314575195,12.0,12,,,,,0.29436986545388205,0.35864585638046265,0.2676779329776764,147,,,,798849,,
2022-08-21,66,1699.4689717715223,1712.2197184562683,14.0,14,,,,,0.4037118358376906,1.1067404747009277,0.2573826313018799,2832,,,,919437,2404861,
2022-08-22,94,1709.0250784756374,2654.3599249124527,21.0,21,,,,,0.46184230578343494,3.101482629776001,0.2647951543331146,4508,,,,1227368,2248299,
2022-08-23,67,1691.3975263343518,1239.4484575986862,26.0,26,,,,,0.37786740589835444,0.8994665741920471,0.2882685363292694,1917,,,,1667586,1459013,
2022-08-24,41,1589.3551218850912,1348.1466665267944,,,,,,,0.4853915553382666,7.194375038146973,0.2676779329776764,2500,,,,,1397985,
2022-08-25,40,1582.1970401750875,1330.3705043792725,,,,,,,0.3580576300889538,2.5340850353240967,0.2487538754940033,2263,,,,,1268623,
2022-08-26,33,1607.0662408001035,1134.7485761642456,,,,,,,0.32239113866039437,0.6961494088172913,0.2676779329776764,1759,,,,,1718065,
2022-08-27,96,1728.2261932201714,3740.180537223816,13.0,11,,,,,0.41808182904939084,3.531275749206543,0.2573002874851227,5811,,,,,3906762,
2022-08-28,98,1794.9266473998623,1048.093198299408,62.0,62,,,,,0.39882295252247063,1.7338709831237793,0.3088591396808624,1742,,,,3916143,925692,
2022-08-29,117,1801.3120663637274,3731.355534553528,22.0,21,,,,,1.8516272996515986,7.880343437194824,0.2779732346534729,5996,,,,1025026,4132496,
2022-08-30,20,1594.9253755160225,760.9661424160004,2.0,1,,,,,1.653741347841164,12.017989158630371,0.30885910987854004,1237,,,,,1498652,
2022-08-31,32,1602.8863242572781,403.81598949432373,20.0,20,,,,,0.40812825432338035,0.9852356910705566,0.2882685363292694,748,,,,1338088,211738,
2022-09-01,48,1609.295716701578,971.0532274246216,15.0,15,,,,,0.3236829416002355,0.6906537413597107,0.2779732346534729,1696,,,,973057,717890,
2022-09-02,34,1533.1753455027344,1075.9399147033691,1.0,1,,,,,0.46053462548419616,1.236229658126831,0.3088591396808624,1841,,,,,382687,
2022-09-03,88,1692.769761403233,2525.015494823456,13.0,13,,,,,0.3772677085901572,2.352552652359009,0.2676779329776764,4081,,,,635912,2586958,
2022-09-04,110,1677.4104624540346,2814.7740001678467,18.0,18,,,,,0.37570620364264207,1.1295843124389648,0.256815642118454,4862,,,,1146422,1763506,
2022-09-05,79,1642.5353038569629,2173.577883720398,10.0,10,,,,,0.5630102434080303,11.000643730163574,0.2573826313018799,3686,,,,615822,1700588,
2022-09-06,67,1706.2619248289361,1188.8070611953735,37.0,37,,,,,0.3674850819696681,1.7436703443527222,0.2676779329776764,1886,,,,2404855,939302,
2022-09-07,92,1772.8211801745492,1847.595564365387,37.0,37,,,,,0.36803343248358894,0.8426622152328491,0.2978580594062805,3075,,,,2335280,2216577,
2022-09-08,137,1882.32543803794,7532.276098251343,49.0,39,,,,,0.5561271031772584,2.890553751890974,0.2775401735505766,11090,,,,706789,5936879,
2022-09-09,173,1758.2797084810406,4350.463539868593,42.0,40,,,,,0.38207800233905653,2.5095880770844516,0.24835423030166434,7224,,,,2279328,2013604,
2022-09-10,116,1812.2442787438738,6167.306743621826,46.0,40,,,,,1.5546347954634696,21.870546340942383,0.27797323862711587,9328,,,,,5426101,
2022-09-11,84,1575.5846043231631,2482.3194959270727,,,,,,,0.4220050236167785,3.9257864952087402,0.2573826471964518,4391,,,,,1149119,
2022-09-12,94,1758.8291144660025,2179.9280245304108,27.0,27,,,,,0.3900628857673651,0.8652480840682983,0.27797323862711587,3595,,,,1883968,2446282,
2022-09-13,100,1698.462796146802,2745.9641304016113,9.0,9,,,,,0.3713901657548879,0.8985897972094852,0.2573826471964518,4776,,,,614740,2712482,
2022-09-14,54,1582.4177831777256,1769.214942932129,5.0,5,,,,,0.4128576447258138,0.8704739891698793,0.2573826471964518,3278,,,,382809,863282,
2022-09-15,87,1596.654251790165,1898.4122996614583,26.0,26,,,,,0.8723536892513662,13.518149375915527,0.29856386184692385,3263,,,,1177888,270409,
2022-09-16,72,1628.9192202240752,2050.049871444702,10.0,10,,,,,0.3408598020966143,0.8953785935315219,0.2573826471964518,3872,,,,623496,1446308,
2022-09-17,60,1607.0682681841374,1505.1778569221497,19.0,19,,,,,0.3806794808697102,3.0859358310699463,0.2573826471964518,2646,,,,1203736,430974,
2022-09-18,128,1867.7896123068235,6901.06522834301,66.0,51,,,,,0.8324884822545761,11.013204574584961,0.2676779429117839,9979,,,,1012046,5347776,
2022-09-19,61,1643.775421202316,1097.8018293380737,19.0,19,,,,,0.3106656086081383,1.3482741580114133,0.25278856255054943,1940,,,,1223588,1073129,
2022-09-20,47,1581.5018290521891,1043.3262758255005,12.0,12,,,,,0.6316398345654801,10.894095420837402,0.2676779429117839,1813,,,,785853,415763,
2022-09-21,47,1592.1152088558206,1061.228331565857,13.0,13,,,,,0.9406131804016478,2.7625155448913574,0.29856386184692385,1833,,,,824663,566072,
2022-09-22,50,1544.385765483093,1400.3674659729004,,,,,,,0.4679646961661247,1.1828316450119019,0.2676779429117839,2363,,,,,585285,
2022-09-23,44,1603.054144823456,824.1152544021606,17.0,17,,,,,0.6524289820640337,4.491314888000488,0.2948662418973265,1499,,,,1101906,467314,
2022-09-24,98,1681.2540846517766,2558.060953617096,24.0,24,,,,,0.49502549044561106,3.869076752990362,0.2710371875261488,4382,,,,1505360,1449161,
2022-09-25,132,1863.0154667379306,2250.8361362218857,65.0,65,,,,,0.37411760592905535,1.7892316579818726,0.2573826471964518,4013,,,,4179026,1875117,
2022-09-26,70,1613.6706008652616,2322.431298017502,,,,,,,1.238770375585773,15.774301528930664,0.27797323862711587,3901,,,,,1837421,
2022-09-27,56,1581.388956345357,1649.536141872406,1.0,1,,,,,1.96202606837874,16.33011245727539,0.2552825641791431,2694,,,,,1112445,62049
2022-09-28,136,1816.6818534901843,2604.917782306671,52.0,52,,,,,1.0139009471880307,12.416415214538574,0.2573826471964518,4398,,,,3300620,1628463,152768
2022-09-29,67,1615.7503317213923,2231.9919118881226,3.0,3,,,,,0.7435318755930487,13.570556640625,0.2676779429117839,3702,,,,,1875006,
2022-09-30,34,1605.4340058094788,512.706226348877,15.0,15,,,,,0.39133702456272895,3.1930601596832275,0.29906451672265005,911,,,,1003397,615657,
2022-10-01,16,1532.402449467163,627.8228645324707,,,,,,,0.3105918079223431,0.9529555539822002,0.27797323862711587,1179,,,,,368719,
2022-10-02,59,1631.38899481659,1495.2006397247314,12.0,12,,,,,0.3396106526311691,0.9766302825661364,0.2573826471964518,2591,,,,783302,1320066,
2022-10-03,98,1725.7657027190394,1770.737184047699,35.0,35,,,,,0.9108310075839064,4.18000602722168,0.2676779429117839,2969,,,,2226268,1342213,61590
2022-10-04,105,1799.7909425153439,1800.5336289405823,48.0,48,,,,,0.42432726893165024,1.1752798351052463,0.25035317801863816,3054,,,,3045693,1944351,
2022-10-05,96,1690.7457652678904,2233.967349052429,28.0,28,,,,,0.4271566289398429,1.154135803899351,0.2676779429117839,3848,,,,1792450,1313722,
2022-10-06,70,1638.7116102314142,1761.4506464004517,17.0,17,,,,,0.42124458686025906,1.1286086275886353,0.27797323862711587,2934,,,,948801,1275438,
2022-10-07,17,1523.9892390882105,525.060583114624,,,,,,,0.35985507657207527,0.7890787270167052,0.30885912593508136,961,,,,,216673,
2022-10-08,43,1618.7994344641884,1245.0948677062988,13.0,13,,,,,0.4163083246296575,3.058387360680732,0.29856386184692385,2038,,,,748844,1129389,
2022-10-09,49,1610.4010471228028,1356.769687652588,12.0,12,,,,,0.3317630925714417,0.6599575598329901,0.2676779429117839,2495,,,,830797,889980,
